search URL:,https://patents.google.com/?q=TAC%253d%22biogas%22&country=BR
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
BR-8107910-A,Reator anaerobico com dispositivo de retencao de bacterias e sedimentador para tratamento de liquidos e producao de biogas e fertilizantes ,Ibrasa Investimentos Brasileir,Karl Rishbieter,1981-12-04,1981-12-04,1983-08-30,,https://patents.google.com/patent/BR8107910A/pt,
BR-9404166-A,Biogas cracking system ,Menezes Maurilio De,Menezes Maurilio De,1994-10-20,1994-10-20,1996-12-24,,https://patents.google.com/patent/BR9404166A/en,
BR-8001442-A,PROCESS AND EQUIPMENT FOR ENRICHING FUELS WITH METHANE OBTAINED FROM BIOGAS ,Inst De Pesquisa Da Marinha,"B Zettl, D Netto",1980-03-11,1980-03-11,1981-09-15,,https://patents.google.com/patent/BR8001442A/en,
BR-8503745-A,Processo de purificacao de biogas e correspondente equipamento ,Eniplan Ind E Planejamento Ltd,Antonio Curioni,1985-08-05,1985-08-05,1987-03-17,,https://patents.google.com/patent/BR8503745A/pt,
BR-8101962-A,REGULATED PRESSURE SYSTEM FOR BIOGAS ,Luis Eduardo Kemeny Zettl,Luis Eduardo Kemeny Zettl,1981-04-01,1981-04-01,1982-11-09,,https://patents.google.com/patent/BR8101962A/en,
BR-6001623-U,Camara de fermentacao anaerobia montada com aneis de concreto pre-moldados para producao de biogas e fertilizante natural ,Antidio Santos Pereir Teixeira,Antidio Santos Pereir Teixeira,1980-12-03,1980-12-03,1982-07-20,,https://patents.google.com/patent/BR6001623U/pt,
BR-8302548-A,IMPROVEMENTS IN THE PROCESS AND EQUIPMENT FOR OBTAINING PURE METHANE FROM NATURAL BIOGAS OR GAS WITH HIGH CARBON DIOXIDE CONCENTRATION ,Mangels Ind S A,Alberto De Souza Brito,1983-05-16,1983-05-16,1984-12-18,,https://patents.google.com/patent/BR8302548A/en,
BR-8506087-A,BIOGAS PRODUCTION PROCESS FROM AQUATIC PLANTS ,Sao Paulo Energetica,"Plinio Ugo Meneghini Do Santos, Roberto Da Rocha Leao",1985-11-28,1985-11-28,1987-06-16,,https://patents.google.com/patent/BR8506087A/en,
BR-9500526-A,Floating biogas collector ,Campos Daunar Mazzoni,Campos Daunar Mazzoni,1995-01-31,1995-01-31,1997-03-25,,https://patents.google.com/patent/BR9500526A/en,
BR-8002156-A,Digestor e coletor de biogas de fluxo continuo ,Yuasa Izumi,Yuasa Izumi,1980-03-28,1980-03-28,1981-10-13,,https://patents.google.com/patent/BR8002156A/pt,
BR-8603873-A,PROCESS AND DEVICE FOR OBTAINING BIOGAS ,Messerschmitt Boelkow Blohm,"Franz Wildenauer, Josef Winter, Peter Vogel",1985-08-16,1986-08-11,1987-03-24,,https://patents.google.com/patent/BR8603873A/en,
BR-PI0703021-A2,anaerobic biodigester enhancement used for biogas uptake ,Sansuy Sa,Takeshi Honda,2007-06-22,2007-06-22,2009-02-10,,https://patents.google.com/patent/BRPI0703021A2/en,
BR-MU8400518-Y1,Constructive provisions introduced in the mounting and fixing of the liner and the blanket for storage of biogas in biodigester ,,Takeshi Honda,2004-03-30,2004-03-30,2013-07-09,,https://patents.google.com/patent/BRMU8400518Y1/en,
BR-112016027249-B1,PROCESS FOR THE SELF-SUFFICIENT ENZYMATIC HYDROLYSIS OF MATERIAL CONTAINING LIGNOCELLULOSE ,Clariant Produkte (Deutschland) Gmbh,"Michael Zavrel, Danielle Dennewald, Joerg Bartuch, Henning Marckmann",2014-05-20,2015-05-20,2023-04-18,,https://patents.google.com/patent/BR112016027249B1/en,https://patentimages.storage.googleapis.com/98/fa/66/997b449c93e603/img0002.png
BR-PI0801665-A2,modular class 2 and class 3 waste treatment plant ,Proenca Marcos Baroncini,Proenca Marcos Baroncini,2008-03-17,2008-03-17,2009-11-03,,https://patents.google.com/patent/BRPI0801665A2/en,
BR-112021011579-A2,ASSEMBLY AND METHOD FOR INJECTING A GAS COMBUSTION AGENT ,"L'air Liquide, Societe Anonyme Pour L'etude Et L'exploitation Des Procedes Georges Claude","Benoit Grand, Sarah Juma, Xavier Paubel, Jean-Baptiste SENECHAL",2018-12-21,2019-11-28,2021-08-31,,https://patents.google.com/patent/BR112021011579A2/en,
BR-112020012706-A2,"use of a silietinyl hetaryl compound, composition for use in reducing nitrification, agrochemical mixture, methods for reducing nitrification and for treating a fertilizer or composition ",Basf Se,"Allan F Cunningham, Peter Nesvadba, Alexander Wissemeier, Olof Wallquist, Barbara Nave",2018-01-09,2019-01-08,2020-11-24,,https://patents.google.com/patent/BR112020012706A2/en,
BR-202013004217-U2,oil / fat extraction equipment from animal fat tissues and oil / fat production process from animal fat tissues ,Fernando Pedro Dias,"Fernando Pedro Dias, Ronaldo Ferreira Do Nascimento, Ronaldo Stefanutti",2013-02-22,2013-02-22,2015-10-13,,https://patents.google.com/patent/BR202013004217U2/en,
BR-112016030772-B1,SYSTEM AND METHOD FOR CLOSED CIRCUIT DATA CENTER AND ORGANIC LIFE ECOSYSTEM ,"Microsoft Technology Licensing, Llc","Christian L. Belady, Brian Janous, Sean James",2014-07-18,2015-07-14,2022-09-06,,https://patents.google.com/patent/BR112016030772B1/en,https://patentimages.storage.googleapis.com/b6/8b/d7/eaa42b815f5ab1/img0001.png
BR-102018076599-A2,fixed biofilm anaerobic-aerobic combined reactor for wastewater treatment ,Bio Proj Tecnologia Ambiental Ltda,Moacir Messias De Araujo Junior,2018-12-19,2018-12-19,2020-07-07,,https://patents.google.com/patent/BR102018076599A2/en,https://patentimages.storage.googleapis.com/bb/c5/96/e6c4da8b9cbe8b/img0003.png
BR-102013019899-A2,rotary knob indicative scale selective lighting system and home appliances provided rotary knob indicative scale selective lighting system ,Whirlpool Sa,"Alexandre Luis Marangoni, Mário A Fornazier",2013-08-05,2013-08-05,2015-09-22,,https://patents.google.com/patent/BR102013019899A2/en,
BR-202014013394-U2,continuous toilet debris separator ,Univ Estadual Do Oeste Do Paraná Unioeste,"Andy Avimael Saavedra Mendoza, Camilo Freddy Mendoza Morejon, Diani Fernanada Da Silva",2014-06-03,2014-06-03,2016-01-12,,https://patents.google.com/patent/BR202014013394U2/en,
BR-102014022028-A2,industrial and urban waste carbonation process and reagent regeneration ,Univ Minas Gerais,"Fabiano Maia Linhares, Geraldo Magela De Lima, Plínio César De Carvalho Pinto, Tamíris Roxana Da Silva",2014-09-05,2014-09-05,2016-08-23,,https://patents.google.com/patent/BR102014022028A2/en,
BR-102016014273-A2,"method for operating a gas engine, stationary power generation device and / or vehicle for carrying out the method ",Man Truck & Bus Ag,"Bruno Barciela, Martin Mcmackin",2015-06-20,2016-06-17,2016-12-27,,https://patents.google.com/patent/BR102016014273A2/en,
BR-112020009731-A2,processes and systems for reforming methane and light hydrocarbons to liquid hydrocarbon fuels ,Gas Technology Institute,"Terry L. Marker, Martin B. Linck, Jim WANGEROW, Pedro ORTIZ-TORAL",2017-11-15,2017-11-15,2020-11-03,,https://patents.google.com/patent/BR112020009731A2/en,
BR-112014011330-A2,Method and device for wastewater treatment and purification ,Vcs Env,"Richer Catherine, Canquery Fabrice",2011-11-10,2012-11-09,2017-04-25,,https://patents.google.com/patent/BR112014011330A2/en,
BR-PI1013792-B1,BIOREFINERY PROCESS. ,Nexxoil Ag,Willner Thomas,2009-06-26,2010-06-22,2018-03-13,,https://patents.google.com/patent/BRPI1013792B1/en,
BR-112015008075-A2,Process for obtaining extracts rich in caffeic quinic acids from helianthus annus ,Indena Spa,"Bombardelli Ezio, Corti Fabrizio",2012-10-16,2013-10-08,2017-07-04,,https://patents.google.com/patent/BR112015008075A2/en,
BR-112020016425-A2,"USE OF ALCOXIPYRAZOL COMPOUND, COMPOSITION FOR USE IN REDUCING NITRIFICATION, AGRICULTURAL MIXTURE AND METHODS OF REDUCING NITRIFICATION AND TREATMENT OF FERTILIZER OR COMPOSITION ",Basf Se,"Peter Nesvadba, Allan F. CUNNINGHAM, Barbara Nave, Olof Wallquist, Alexander Wissemeier, Shrirang HINDALEKAR, Tejas Pothi",2018-02-28,2019-02-28,2020-12-15,,https://patents.google.com/patent/BR112020016425A2/en,
BR-112020016426-A2,"USE OF AN N-FUNCTIONALIZED ALCOXY PIRAZOL COMPOUND, COMPOSITION FOR USE IN REDUCING NITRIFICATION, AGRICULTURAL MIXTURE, METHOD TO REDUCE NITRIFICATION AND METHOD TO TREAT A FERTILIZER ",Basf Se,"Peter Nesvadba, Allan F Cunningham, Shrirang HINDALEKAR, Barbara Nave, Tejas Pothi, Olof Wallquist, Alexander Wissemeier",2018-02-28,2019-02-28,2020-12-15,,https://patents.google.com/patent/BR112020016426A2/en,
BR-102017017108-A2,PROCESS FOR REMOVAL OF SILOXANES FROM GAS COMPOUNDS ,Er-Br - Energias Renováveis Ltda.,Cesar Reinert Mario,2017-08-09,2017-08-09,2017-12-26,,https://patents.google.com/patent/BR102017017108A2/en,
BR-102014007518-A2,"Oxygen application to clause units charged with an additional charge, particularly a waste and gas stream that contains so2 and comes from adsorbent regeneration ",Linde Ag,Schreiner Bernhard,2013-03-28,2014-03-28,2015-08-04,,https://patents.google.com/patent/BR102014007518A2/en,
BR-112018069570-B1,PROVISION FOR A LIQUEFIED GAS FUEL SYSTEM FOR A VEHICLE AND VEHICLE ,Scania Cv Ab,"Sara Hermansson, Johan Olsson",2016-04-27,2017-04-24,2023-01-17,,https://patents.google.com/patent/BR112018069570B1/en,https://patentimages.storage.googleapis.com/3a/15/48/1c677d3177a058/img0001.png
BR-112021010062-A2,an agricultural work vehicle ,Agro Intelligence Aps,"Jacob Pilegaard Juul, Liubava Znova, Henrik Lynge Jacobsen, Claes Dühring Jæger, Martin Boel, Jørgen Tjagvad Bendix",2018-11-27,2019-11-18,2021-08-17,,https://patents.google.com/patent/BR112021010062A2/en,
BR-112021004936-A2,method to avoid unsafe pressure rise in pressure ,S.G.T.-Sustainable Green Technologies Ltd.,"Gal Levin, Reuven EITAN",2018-09-17,2019-09-15,2021-06-01,,https://patents.google.com/patent/BR112021004936A2/en,
BR-PI0604284-B1,integrated propylene production process ,Braskem Sa,Antonio Luiz Ribeiro De Castro Morschbacker,2006-10-11,2006-10-11,2016-04-12,,https://patents.google.com/patent/BRPI0604284B1/en,
BR-102018016849-A2,"CONTINUOUS WASTE RECYCLING SYSTEM AND PROCESS, WHERE INDIVIDUAL AND COLLECTIVE ACTIONS WILL BE THE BACKBONE OF THIS METHOD, THE SYSTEM'S SUCCESSFUL ELEMENT. ",Walter Cavicchioli Borguette,Walter Cavicchioli Borguette,2018-08-17,2018-08-17,2020-02-27,,https://patents.google.com/patent/BR102018016849A2/en,
BR-112019024244-A2,HIGH PRODUCTIVITY METHANE FERMENTATION PROCESSES. ,"Mango Materials, Inc.","F. Hickey Robert, Catherine Morse Margaret, J. Pieja Allison",2017-05-19,2018-05-18,2020-06-02,,https://patents.google.com/patent/BR112019024244A2/en,
BR-102015004870-A2,"nanocomposite film, method of obtaining and uses ",Unicamp,"Ana Paula Lemes, Maria Do Carmo Gonçalves, Nelson Eduardo Durán Caballero, Oswaldo Luiz Alves, Patrícia Fernanda Andrade",2015-03-05,2015-03-05,2016-09-06,,https://patents.google.com/patent/BR102015004870A2/en,
BR-112013025427-B1,selective collection method and conversion and installation for recycling oils or greases based on natural and/or synthetic esters for energy purposes ,A. & A. Fratelli Parodi Spa,"Augusto Parodi, Leandro Marini",2011-04-01,2012-03-30,2021-05-25,,https://patents.google.com/patent/BR112013025427B1/en,https://patentimages.storage.googleapis.com/1d/63/6c/9bdf7c9a46892c/img0007.png
BR-102017005831-A2,microalgae cultivation hybrid (pool + flat plate photobioreactor) system integrated with the separation process using rotary membrane vacuum filter ,Jose Osvaldo Beserra Carioca,"Luís Coelho Da Silva André, De Oliveira Dos Santos Eder, Gomes De Almeida Herivanda, Cintia Menezes Pitombeira Jessica, Osvaldo Beserra Carioca José, Gabrielle Sousa De Santana Maria, Bastos Lima Mário, Macambira Sávio, Quesado Junior Sérvio, Maura Silva Bermudaz Victória",2017-03-22,2017-03-22,2018-10-30,,https://patents.google.com/patent/BR102017005831A2/en,
BR-112019011619-A2,hydrocarbon composition and method for producing a hydrocarbon composition ,Neste Oyj,"Karvo Anna, Rouhiainen Maija, Nyman Tomi, RÄMÖ Virpi",2016-12-16,2017-12-14,2019-10-15,,https://patents.google.com/patent/BR112019011619A2/en,
BR-PI0600734-A,pig waste treatment system ,Energen Consultoria E Projetos,Oswaldo Torres Vellinho,2006-03-06,2006-03-06,2007-11-20,,https://patents.google.com/patent/BRPI0600734A/en,
BR-MU8502073-U,"generation and commercialization of carbon credits and production of renewable electric energy through the reformulation of methane from vinasse biodigestion, a byproduct of the sugar and alcohol industries, with fuel cell technology. ",Raetch Sist S De Conversao De,"Maria Isabel Caires, Eveline De Robertis, Elisangela Martins Leal, Brasilio Antonio Ferrei Soares, Jose Adao Caires, Jorge Luiz Caires",2005-09-16,2005-09-16,2007-05-29,,https://patents.google.com/patent/BRMU8502073U/en,
BR-PI0701222-A2,extraction and processing of atmospheric carbonic gas ,Pereira Fernando Dias Jr,Pereira Fernando Dias Jr,2007-03-27,2007-03-27,2008-11-11,,https://patents.google.com/patent/BRPI0701222A2/en,
BR-PI0403547-B1,production of magnesium in pidgeon retorts using combustible gases from biomass carbonization ,"Rima Agropecuária Ltda, Rima Agropecuária E Serviços Ltda",Ricardo Antônio Vicintim,2004-08-09,2004-08-09,2015-12-08,,https://patents.google.com/patent/BRPI0403547B1/en,
BR-112022013704-A2,ANAEROBIC SEQUENTIAL BATCH REACTION SYSTEM OPERATED BY SIMULTANEOUS PHASE WITH BATCH DEGASING UNIT AND SEMI-CONTINUOUS SETTING UNIT ,Veolia Water Solutions & Tech,"Pacheco-Ruiz Santiago, Gerardus Maria Van Der Lubbe Jeronimus",2020-01-13,2021-01-13,2022-10-11,,https://patents.google.com/patent/BR112022013704A2/en,
BR-PI1103492-A2,sustainable and integrated food chain waste processing system and process applied to the sustainable system ,Vale Solucoes Em En S A Vse,"De Queiroz Mariano Guilherme Maia, Fraga Thais Balbi, Marcio Alexandrino Brasileiro, Rezende Martins Frederico De, Santos Robson Dos, Perdomo Leonardo Verbicaro, Nilvado Lucio Gelmini",2011-07-01,2011-07-01,2013-07-30,,https://patents.google.com/patent/BRPI1103492A2/en,
BR-102015019188-A2,INTEGRATED BIOREFINARIES APPLIED TO THE PROCESSING OF SANITARY EFFLUENTS WITH VIEWS TO THE OBTAINMENT OF POTABLE WATER ,,,,,2017-10-03,,https://patents.google.com/patent/BR102015019188A2/en,
BR-202014025286-U2,Improvement introduced in anaerobic biodigester ,São Martinho S A,João Henrique Mendes,2014-10-10,2014-10-10,2015-09-01,,https://patents.google.com/patent/BR202014025286U2/en,
BR-132014025044-E2,PROCESS FOR PRODUCTION OF BIOENERGY AND BIOFERTILIZERS THROUGH ANAEROBIC DIGESTION AND ALGAE CULTIVATION USING AGRO-INDUSTRIAL BY-PRODUCTS ,Vinicius Da Silva Neto Jorge,"Vinicius Da Silva Neto Jorge, Sano Coelho Renato",2014-10-07,2014-10-07,2017-10-24,,https://patents.google.com/patent/BR132014025044E2/en,
BR-112021012053-A2,PROCESS FOR BIOMASS SEPARATION FROM TREATED WASTE WATER AFTER ANAEROBIC WASTE WATER PURIFICATION AND SYSTEM FOR BIOMASS SEPARATION ,Paques I.P. B.V.,"Cornelia Theresia Maria Johanna FRIJTERS, Sebastiaan Leonardo De Bruin",2018-12-21,2019-12-20,2021-10-19,,https://patents.google.com/patent/BR112021012053A2/en,
BR-102018076450-A2,hybrid solar heating system for food processing ,"Instituto De Tecnologia E Pesquisa, Universidade Tiradentes, Banco Do Nordeste Do Brasil S/A","Diego Lopes Coriolano, Iraí Tadeu Ferreira De Resende, Renan Tavares Figueiredo, Vanina Cardoso Viana Andrade, Odelsia Leonor Sanchez De Alsina, Denilson Pereira Gonçalves, Pedro Henrique Campello Santos, Erick Alfred Dib",2018-12-18,2018-12-18,2020-07-07,,https://patents.google.com/patent/BR102018076450A2/en,https://patentimages.storage.googleapis.com/a4/66/b6/e775141ca42412/img0001.png
BR-PI1100736-A2,"ENERGY GENERATION, REUSE WATER GENERATION AND CONCENTRATED ORGANIC FERTILIZATION TREATMENT SYSTEM ",Sulamita Frohlich,Sulamita Frohlich,2011-01-21,2011-01-21,2014-04-29,,https://patents.google.com/patent/BRPI1100736A2/en,
BR-PI1102449-A2,processo de obtenÇço de ferro esponja e de ferro gusa ,Universidade Federal De Minas Gerais,"Chartone De Souza Edmar, Santos Assis Paulo, Antero Da Silva Júnior Raimundo, Eleotério Martins Máximo, Maria Amaral Nascimento Andréa",2011-05-09,2011-05-09,2013-07-02,,https://patents.google.com/patent/BRPI1102449A2/pt,
BR-MU9102060-U2,efficient biodigesting system with continuous monitoring ,"Ct De Gestco De Tecnologia E Inovacao Cgti, B & G Pesquisa E Desenvolvimento Em Sist S Eletricos Ltda",Da Silva Sergio Peres Ramos,2011-09-26,2011-09-26,2013-08-06,,https://patents.google.com/patent/BRMU9102060U2/en,
BR-102012020335-A2,BIOLOGICAL PURIFICATION PLANT FOR RECYCLING OF VEGETABLE VEGETABLE WASTE ,Geo Energetica Participacoes S A,"Evaldo Florindo, Alessandro Marcello",2012-08-14,2012-08-14,2014-07-01,,https://patents.google.com/patent/BR102012020335A2/en,
BR-102012031547-A2,bioenergy production process through cracking of urban solid waste obtained by pyrolysis process ,"Geraldo Aparecido De Junior Vitto, Luis Claudio Bonifácio Da Silva","Geraldo Aparecido De Junior Vitto, Luis Claudio Bonifácio Da Silva",2012-12-11,2012-12-11,2015-10-20,,https://patents.google.com/patent/BR102012031547A2/en,
BR-202014013397-U2,HELICAL BIOGIGESTOR FOR TREATMENT OF SANITARY WASTE ,Universidade Estadual Do Oeste Do Paraná - Unioeste,"Freddy Mendoza Morejon Camilo, Fernanada Da Silva Diani, Avimael Saavedra Mendoza Andy",2014-06-03,2014-06-03,2018-02-27,,https://patents.google.com/patent/BR202014013397U2/en,
BR-PI0701988-A,final disposal of waste in the thermophilic phase ,De Mieres Marco Antonio Goncalves,De Mieres Marco Antonio Goncalves,2007-03-13,2007-03-13,2008-10-28,,https://patents.google.com/patent/BRPI0701988A/en,
BR-202015015153-U2,ANAEROBIC BIORREATOR UTILITY MODEL ,"Grupo Rotoplas, S.A. De C.V.",Nahyeli Díaz Romero Diana,2014-07-31,2015-06-23,2017-10-24,,https://patents.google.com/patent/BR202015015153U2/en,
BR-202016021020-U2,WATER HEATING EQUIPMENT ,Rodrigues Alves Eduardo,"Rodrigues Alves Eduardo, Girardi Roni",2016-09-12,2016-09-12,2018-03-27,,https://patents.google.com/patent/BR202016021020U2/en,
BR-112019009875-A2,process and plant for heat treatment in a fluidized bed reactor ,Outotec Finland Oy,"Binder Christian, Gasafi Edgar, Grünig Jochen, Wrobel Maciej",2016-11-22,2017-11-17,2019-08-06,,https://patents.google.com/patent/BR112019009875A2/en,
BR-PI0113435-B1,"Method of reducing the number of viable microbial organisms and / or prions present in an organic material, system and utility thereof ",Gfe Patent As,"Torben A Bonde, Lars Joergen Pedersen",2000-08-22,2001-08-22,2015-08-18,,https://patents.google.com/patent/BRPI0113435B1/en,
BR-0005386-A,Waste final destination reservoir ,Marco Antonio Goncalves De Mie,Marco Antonio Goncalves Mieres,2000-08-24,2000-08-24,2002-04-02,,https://patents.google.com/patent/BR0005386A/en,
BR-PI0804886-A2,"methane and co2 extraction process, coupled with extensive open and closed algal breeding, gas separation, biodigestion, biological cycle activation, production of methane for floating system fuel over lakes and seas, and deepwater pumping wind system ",Claudio Truchlaeff,Claudio Truchlaeff,2008-08-28,2008-08-28,2010-07-27,,https://patents.google.com/patent/BRPI0804886A2/en,
BR-PI0900314-B1,ELECTRIC POWER GENERATION SYSTEM THROUGH CULTURED BIOMASS ,Brasmetano Indústria E Comércio Ltda.,Marcos Borges Gryschek José,2009-02-27,2009-02-27,2018-01-16,,https://patents.google.com/patent/BRPI0900314B1/en,
BR-202019013167-U2,UASB TYPE ANAEROBIC BALLAST WITH HIGH ASCENSIONAL SPEED ,Elias Takeshi Matsuo,Elias Takeshi Matsuo,2019-06-25,2019-06-25,2021-01-05,,https://patents.google.com/patent/BR202019013167U2/en,https://patentimages.storage.googleapis.com/4e/dd/83/44081a4c848f9a/img0001.png
BR-PI0902497-A2,optional continuous flow digestion system ,Orlei Aparecido Bernuzzi,Orlei Aparecido Bernuzzi,2009-07-23,2009-07-23,2010-04-20,,https://patents.google.com/patent/BRPI0902497A2/en,
BR-PI0903984-A2,method of sequential treatment of sugarcane waste with microalgae biomass production and renewable fuel production ,Algae Biotecnologia Ltda,"Vinicius Sanches Ambrogi, Sergio Goldemberg",2009-10-14,2009-10-14,2011-06-28,,https://patents.google.com/patent/BRPI0903984A2/en,
BR-PI1002372-A2,"BIODIGESTOR SYSTEM WITH THERMAL ENERGY RETRO-FEEDING, OPTIMIZED AGITATION AND SEDIMENT DISPOSAL AND CORRESPONDING CONSTRUCTIVE DIPOSITION ",Machado Fernando Weigert,Machado Fernando Weigert,2010-07-27,2010-07-27,2014-01-14,,https://patents.google.com/patent/BRPI1002372A2/en,
BR-112019009875-B1,PROCESS AND PLANT FOR CALCINATION OF A MINERAL ,Metso Outotec Finland Oy,"Christian Binder, Edgar Gasafi, Jochen Grünig, Maciej Wrobel",2016-11-22,2017-11-17,2023-05-23,,https://patents.google.com/patent/BR112019009875B1/en,https://patentimages.storage.googleapis.com/07/18/9d/5452ce65b662c0/img0001.png
BR-PI1004599-A2,controlled gas stratification anaerobic reactor ,Alfredo Curioni,Alfredo Curioni,2010-11-11,2010-11-11,2012-07-03,,https://patents.google.com/patent/BRPI1004599A2/en,
BR-102014009156-A2,process for bioenergy and biofertilizer production through anaerobic digestion and microalgae cultivation using agroindustrial byproducts. ,Jorge Vinicius Da Silva Neto,Jorge Vinicius Da Silva Neto,2014-04-07,2014-04-07,2015-12-08,,https://patents.google.com/patent/BR102014009156A2/en,
BR-0208341-B1,"Method for anaerobic sludge purification, and device for anaerobic sludge purification containing organic constituents. ",,"Sjoerd Hubertus Jozef Vellinga, Ronald Mulder",2001-03-26,2002-03-26,2010-12-14,,https://patents.google.com/patent/BR0208341B1/en,
BR-202021003085-U2,ARRANGEMENT INTRODUCED IN A COMPACT SEWAGE TREATMENT STATION ,Fluxo Maquinas E Equipamentos Ltda-Epp,Ricardo Franci Gonçalves,2021-02-19,2021-02-19,2023-03-21,,https://patents.google.com/patent/BR202021003085U2/en,https://patentimages.storage.googleapis.com/d9/23/5d/97341867fe8693/img0002.png
BR-102013022179-A2,telescopic pendulum ballometer ,Ederaldo Junior Godoy,Ederaldo Junior Godoy,2013-08-30,2013-08-30,2015-09-08,,https://patents.google.com/patent/BR102013022179A2/en,
BR-PI1005021-A2,Inaculum accelerator z & v ,Silva Jose Edson Mendes Da,Silva Jose Edson Mendes Da,2010-12-21,2010-12-21,2013-03-26,,https://patents.google.com/patent/BRPI1005021A2/en,
BR-PI1100464-A2,Wastewater treatment system ,Embrapa - Empresa Brasileira De Pesquisa Agropecuária,"Kunz Airton, Miele Marcelo, Luis Radis Steinmetz Ricardo, Moreira Soares Hugo",2011-02-25,2011-02-25,2015-07-14,,https://patents.google.com/patent/BRPI1100464A2/en,
BR-202012021339-U2,biodigester of interconnected containers for household organic waste ,3A Locações Serviços E Inovações Tecnológicas Ltda,Pereira Costa Veneraldo,2012-08-09,2012-08-09,2017-03-28,,https://patents.google.com/patent/BR202012021339U2/en,
BR-102013014501-A2,anaerobic continuous flow reactor for the treatment of organic waste ,Edgar Henrique Barreto Menezes,Frederico Jorge Barreto Menezes,2013-06-11,2013-06-11,2016-02-10,,https://patents.google.com/patent/BR102013014501A2/en,
BR-102021002198-A2,PROCESS OF TRANSFORMATION OF ORGANIC AND INORGANIC WASTE INTO MINERAL ORGAN ,"Marcio Nunes Da Silva, Udo Siebert","Marcio Nunes Da Silva, Udo Siebert",2021-02-05,2021-02-05,2022-08-16,,https://patents.google.com/patent/BR102021002198A2/en,
BR-102013002897-A2,"INTEGRATED PROCESS FOR TREATMENT OF WASTE DISPOSED IN SANITARY / WASTE FILLS AND PRODUCTION OF BIOFUELS, FUELS AND RENEWABLE CHEMICALS ",Ricardo Assmann,Ricardo Assmann,2013-02-06,2013-02-06,2014-12-09,,https://patents.google.com/patent/BR102013002897A2/en,
BR-PI0605348-B1,"Parts kit for bioconversion reactor assembly, bioconversion reactor, use of parts kit and use of a bioconversion reactor ",Brf S.A.,César Cavasin Júlio,2006-12-15,2006-12-15,2018-03-13,,https://patents.google.com/patent/BRPI0605348B1/en,
BR-MU8901049-U2,technical arrangement introduced in optional continuous flow digesters ,Orlei Aparecido Bernuzzi,Orlei Aparecido Bernuzzi,2009-05-29,2009-05-29,2010-04-06,,https://patents.google.com/patent/BRMU8901049U2/en,
BR-PI1000904-A2,inertization process of class i and ii organic / chemical / biological wastes by 4-stage composting and pre-composting ,Ecosigma Solucoes Integradas Em Gestao De Meio Ambiente Ltda,Fernando Eovidio Da Rosa Figueiredo,2010-03-29,2010-03-29,2011-11-22,,https://patents.google.com/patent/BRPI1000904A2/en,
BR-102014005567-A2,phase separation device for application in anaerobic or aerobic biological reactors for flocculent or granulated sludges for wastewater treatment ,Brasmetano Indústria E Comércio Ltda,José Marcos Borges Gryschek,2014-03-11,2014-03-11,2015-11-24,,https://patents.google.com/patent/BR102014005567A2/en,
BR-202014013398-U2,compact modular wastewater treatment equipment ,Univ Estadual Do Oeste Do Paraná Unioeste,"Andy Avimael Saavedra Mendoza, Camilo Freddy Mendoza Morejon, Diani Fernanada Da Silva",2014-06-03,2014-06-03,2016-01-12,,https://patents.google.com/patent/BR202014013398U2/en,
BR-102015009463-A2,Biofuel use and flare method ,"Josue Menezes, Nelson Eiji Akimoto","Josue Menezes, Nelson Eiji Akimoto",2015-04-27,2015-04-27,2017-01-10,,https://patents.google.com/patent/BR102015009463A2/en,
BR-102015009801-A2,thermomechanical anaerobic biodigester and thermomechanical thermo-anaerobic process ,Clean Tech Soluções,Isidoro Martorano Filho Nicola,2015-04-30,2015-04-30,2017-01-31,,https://patents.google.com/patent/BR102015009801A2/en,
BR-112017026665-B1,SYSTEM AND METHOD FOR BIOMASS GROWTH AND PROCESSING ,Brisa International Llc,"Kevin C. Harmon, Shannon M. Johnson, Eugene T. Holmes",2015-06-10,2016-06-10,2021-09-21,,https://patents.google.com/patent/BR112017026665B1/en,https://patentimages.storage.googleapis.com/9f/5c/88/30a675bad25ad8/img0086.png
BR-102016027276-A2,"process for the removal of scum in the chambers of the three-phase anaerobic reactor system, using the mixture of the scum with the digested sludge inside the reactor and its removal for natural or mechanical dehydration, without losing the physical and organic stability of the sludge blanket. To this end, suction systems for recirculation of the foam and cleaning and sprinkling system employing treated water or sewage ",Companhia De Saneamento De Minas Gerais Copasa Mg,Alberto Leite Soares Carlos,2016-11-22,2016-11-22,2018-09-25,,https://patents.google.com/patent/BR102016027276A2/en,
BR-112019009768-A2,method for exploitation of material and energy from wastes from sugar cane processing and arrangement for carrying out the method ,Christine Apelt,Auerbach Hans-Joachim,2016-11-15,2017-05-09,2019-08-13,,https://patents.google.com/patent/BR112019009768A2/en,
BR-102018009888-A2,"sludge plasma treatment process from a sewage treatment plant, the sludge obtained and its destination ",Hannover Projetos Ltda,Marconi Morale Roberto,2018-05-16,2018-05-16,2019-11-19,,https://patents.google.com/patent/BR102018009888A2/en,
BR-PI0801552-A2,biodigester mixing pump with hydraulic seal ,"Kleber Bene Bezerra, Fabio Freitas Tenorio",Menezes Edvar Setembrino,2008-03-18,2008-03-18,2009-11-03,,https://patents.google.com/patent/BRPI0801552A2/en,
